id,nl,fopl_input,fopl_output,status,timestamp
343,A type of dance can be either ballet or contemporary.,∀x (DanceType(x) → Ballet(x) ⊕ Contemporary(x)),∀x (DanceType(x) → (¬Ballet(x) ∨ Contemporary(x))),success,2026-03-26T04:52:38.225057+00:00
344,"A predator hunts and consumes prey for sustenance, while the prey population affects the abundance of predators in an ecosystem.","∀x∀y∀z (Predator(x) ∧ HuntsAndConsumes(x, y) ∧ Prey(y) ∧ AffectsAbundance(y, z) ∧ Ecosystem(z) → SustainsPopulation(x, z))","∀x∀y∀z (Predator(x) ∧ HuntsAndConsumes(x, y) ∧ Prey(y) ∧ AffectsAbundance(y, z) ∧ Ecosystem(z) → SustainsPopulation(x, z))",success,2026-03-26T04:52:38.928219+00:00
345,"When a material is a good conductor of electricity, it allows electric current to flow through it easily.",∀x (Material(x) ∧ GoodConductorOfElectricity(x) ↔ AllowsElectricCurrentToFlowEasily(x)),∀x (Material(x) ∧ GoodConductorOfElectricity(x) ↔ AllowsElectricCurrentToFlowEasily(x)),success,2026-03-26T04:52:40.238230+00:00
346,"An object is a microscope when it is an optical instrument that magnifies small specimens, often used in scientific research, and provides detailed images of otherwise unseen structures.",∀x (Object(x) ∧ OpticalInstrument(x) ∧ MagnifiesSmallSpecimens(x) ∧ OftenUsedInScientificResearch(x) ∧ ProvidesDetailedImages(x) → Microscope(x)),∀x (Object(x) ∧ OpticalInstrument(x) ∧ MagnifiesSmallSpecimens(x) ∧ OftenUsedInScientificResearch(x) ∧ ProvidesDetailedImages(x) → Microscope(x)),success,2026-03-26T04:52:40.929090+00:00
347,"A worker who is skilled, experienced, and knowledgeable is an expert.",∀x (Worker(x) ∧ Skilled(x) ∧ Experienced(x) ∧ Knowledgeable(x) → Expert(x)),∀x (Worker(x) ∧ Skilled(x) ∧ Experienced(x) ∧ Knowledgeable(x) ∧ Expert(x)),success,2026-03-26T04:52:41.587126+00:00
348,An artwork that is made with watercolors and is created on paper is considered a watercolor painting.,∀x (Artwork(x) ∧ MadeWithWatercolors(x) ∧ CreatedOnPaper(x) → WatercolorPainting(x)),∀x (Artwork(x) ∧ MadeWithWatercolors(x) ∧ CreatedOnPaper(x) → WatercolorPainting(x)),success,2026-03-26T04:52:42.269878+00:00
349,An airplane requires maintenance when it has flown a certain number of hours or has experienced mechanical issues.,∀x (Airplane(x) ∧ (FlownCertainHours(x) ∨ MechanicalIssues(x)) → RequiresMaintenance(x)),∀x (Airplane(x) ∧ (FlownCertainHours(x) ∨ MechanicalIssues(x)) → RequiresMaintenance(x)),success,2026-03-26T04:52:43.037453+00:00
350,"Insects have wings, while arachnids do not.",∀x (Insect(x) → HasWings(x)) ∧ ∀y (Arachnid(y) → ¬HasWings(y)),∀x (Insect(x) → HasWings(x)) ∧ ∀y (Arachnid(y) → ¬HasWings(y)),success,2026-03-26T04:52:43.694905+00:00
351,Museums display artifacts and artworks to educate and inspire visitors.,"∀x∀y∀z (Museum(x) ∧ Artifact(y) ∧ Artwork(z) → (DisplaysToEducateAndInspire(x, y) ∧ DisplaysToEducateAndInspire(x, z)))","∀x∀y∀z (Museum(x) ∧ Artifact(y) ∧ Artwork(z) → (DisplaysToEducateAndInspire(x, y) ∧ DisplaysToEducateAndInspire(x, z)))",success,2026-03-26T04:52:44.381181+00:00
352,A stadium is considered iconic when it has a unique architectural design and historical significance.,∀x (Stadium(x) ∧ UniqueArchitecturalDesign(x) ∧ HistoricalSignificance(x) → Iconic(x)),∃x (Stadium(x) ∧ UniqueArchitecturalDesign(x) ∧ HistoricalSignificance(x) → Iconic(x)),success,2026-03-26T04:52:45.090259+00:00
353,"A film is categorized as a documentary if it presents factual information, features real-life events, and is intended for educational purposes.",∀x (Documentary(x) ↔ (Film(x) ∧ PresentsFactualInformation(x) ∧ FeaturesRealLifeEvents(x) ∧ IntendedForEducationalPurposes(x))),∀x (Documentary(x) ↔ (Film(x) ∧ PresentsFactualInformation(x) ∧ FeaturesRealLifeEvents(x) ∧ IntendedForEducationalPurposes(x))),success,2026-03-26T04:52:45.808090+00:00
354,An event that occurs rarely and has a significant impact is considered an outlier.,∀x (Event(x) ∧ RareOccurrence(x) ∧ SignificantImpact(x) → Outlier(x)),∀x (Event(x) ∧ RareOccurrence(x) ∧ SignificantImpact(x) → Outlier(x)),success,2026-03-26T04:52:46.524355+00:00
355,A film can be a blockbuster if it generates significant revenue and receives positive reviews.,∀x (Film(x) ∧ SignificantRevenue(x) ∧ PositiveReviews(x) → Blockbuster(x)),∀x (Film(x) ∧ SignificantRevenue(x) ∧ PositiveReviews(x) → Blockbuster(x)),success,2026-03-26T04:52:47.240541+00:00
356,A person is considered wealthy if they own a mansion or a private jet.,∀x ((OwnsMansion(x) ∨ OwnsPrivateJet(x)) → Wealthy(x)),∀x1 ((OwnsMansion(x1) ∨ OwnsPrivateJet(x1)) → Wealthy(x1)),success,2026-03-26T04:52:47.958044+00:00
357,An element is a noble gas if it has a full electron shell and exhibits low chemical reactivity.,∀x (Element(x) ∧ FullElectronShell(x) ∧ LowChemicalReactivity(x) → NobleGas(x)),∀x (Element(x) ∧ FullElectronShell(x) ∧ LowChemicalReactivity(x) ∨ NobleGas(x)),success,2026-03-26T04:52:48.684572+00:00
358,"An architect designs buildings, considers structural and aesthetic elements, and complies with regulations.","∀x∀y∀z (Architect(x) ∧ Building(y) ∧ Regulation(z) → (Designs(x, y) ∧ ConsidersElements(x) ∧ CompliesWith(x, z)))","∀x1∀x2∀x3 (Architect(x1) ∧ Building(x2) ∧ Regulation(x3) → (Designs(x1, x2) ∧ ConsidersElements(x1) ∧ CompliesWith(x1, x3)))",success,2026-03-26T04:52:49.487984+00:00
359,A beverage is classified as alcoholic if it contains ethanol and has a minimum legal drinking age.,∀x (Beverage(x) ∧ ContainsEthanol(x) ∧ HasMinimumLegalDrinkingAge(x) → Alcoholic(x)),∀x (Beverage(x) ∧ ContainsEthanol(x) ∧ HasMinimumLegalDrinkingAge(x) → Alcoholic(x)),success,2026-03-26T04:52:50.199185+00:00
360,A lawyer represents a client in court or during negotiations.,"∀x ∀y (Lawyer(x) ∧ Client(y) → (RepresentsInCourt(x, y) ∨ RepresentsDuringNegotiations(x, y)))","∀x1 ∀x2 (Lawyer(x1) ∧ Client(x2) → (RepresentsInCourt(x1, x2) ∨ RepresentsDuringNegotiations(x1, x2)))",success,2026-03-26T04:52:51.024640+00:00
361,A type of job can be either full-time or part-time.,∀x (JobType(x) → FullTime(x) ⊕ PartTime(x)),∀x (JobType(x) → (¬FullTime(x) ∨ ¬PartTime(x))),success,2026-03-26T04:52:51.850117+00:00
362,A book is written in a language and contains a collection of pages with printed text or illustrations.,∀x (Book(x) ∧ Language(x) ∧ (ContainsPrintedText(x) ∨ ContainsIllustrations(x)) → HasPages(x)),∀x (Book(x) ∧ Language(x) ∧ (ContainsPrintedText(x) ∨ ContainsIllustrations(x)) → HasPages(x)),success,2026-03-26T04:52:52.527566+00:00
363,A farmer grows a crop in a particular soil type if the crop thrives in that soil and the farmer's land consists of that soil type.,"∀x∀y∀z (Farmer(x) ∧ Crop(y) ∧ SoilType(z) ∧ ThrivesIn(y, z) ∧ LandConsistsOfSoilType(x, z) → Grows(x, y, z))","∀x1∀y1∀z1 (Farmer(x1) ∧ Crop(y1) ∧ SoilType(z1) ∧ ThrivesIn(y1, z1) ∧ LandConsistsOfSoilType(x1, z1) → Grows(x1, y1, z1))",success,2026-03-26T04:52:53.308980+00:00
364,"A software is an operating system when it is a collection of programs, manages computer hardware and software resources, and provides an interface for users to interact with the computer and run applications.",∀x (Software(x) ∧ CollectionOfPrograms(x) ∧ ManagesComputerHardwareAndSoftwareResources(x) ∧ ProvidesInterfaceForUsersToInteractWithComputerAndRunApplications(x) → OperatingSystem(x)),∀x (Software(x) ∧ CollectionOfPrograms(x) ∧ ManagesComputerHardwareAndSoftwareResources(x) ∧ ProvidesInterfaceForUsersToInteractWithComputerAndRunApplications(x) → OperatingSystem(x)),success,2026-03-26T04:52:54.098261+00:00
365,A smartphone enables communication and access to information.,∀x (Smartphone(x) → EnablesCommunication(x) ∧ AccessToInformation(x)),∀x1 (Smartphone(x1) → EnablesCommunication(x1) ∧ AccessToInformation(x1)),success,2026-03-26T04:52:54.816896+00:00
366,A person can become a professional athlete if they possess exceptional skills and train rigorously.,∀x (Person(x) ∧ ExceptionalSkills(x) ∧ RigorousTraining(x) → ProfessionalAthlete(x)),∀x1 (Person(x1) ∧ ExceptionalSkills(x1) ∧ RigorousTraining(x1) → ProfessionalAthlete(x1)),success,2026-03-26T04:52:55.536901+00:00
367,"Doctors prescribe medication, and pharmacists dispense it to patients.","∀x ∀y ∀z (Doctor(x) ∧ Patient(y) ∧ Medication(z) ∧ Prescribes(x, z, y) → Dispenses(Pharmacist, z, y))","∀x ∀y ∀z (Doctor(x) ∧ Patient(y) ∧ Medication(z) ∧ Prescribes(x, z, y) ∧ Dispenses(Pharmacist, z, y))",success,2026-03-26T04:52:56.246313+00:00
368,"A book becomes a bestseller by having a compelling story, receiving positive reviews, or generating strong word of mouth.",∀x (Book(x) ∧ (CompellingStory(x) ∨ PositiveReviews(x) ∨ StrongWordOfMouth(x)) → Bestseller(x)),∀x (Book(x) ∧ (CompellingStory(x) ∨ PositiveReviews(x) ∨ StrongWordOfMouth(x)) → Bestseller(x)),success,2026-03-26T04:52:57.072071+00:00
369,"A firewall provides security when it is properly configured, updated regularly, and monitors incoming and outgoing traffic.",∀x (Firewall(x) ∧ ProperlyConfigured(x) ∧ UpdatedRegularly(x) ∧ MonitorsTraffic(x) → ProvidesSecurity(x)),∀x (Firewall(x) ∧ ProperlyConfigured(x) ∧ UpdatedRegularly(x) ∧ MonitorsTraffic(x) → ProvidesSecurity(x)),success,2026-03-26T04:52:57.788676+00:00
370,"A violin is played with a bow, and a guitar is played with fingers or a pick.",∀x ∀y ((Violin(x) ∧ PlayedWithBow(x)) ∧ (Guitar(y) ∧ (PlayedWithFingers(y) ∨ PlayedWithPick(y)))),∀x ∀y ((Violin(x) ∧ PlayedWithBow(x)) ∧ (Guitar(y) ∧ (PlayedWithFingers(y) ∨ PlayedWithPick(y)))),success,2026-03-26T04:52:58.506454+00:00
371,"In a library, books are organized by subject and author, while periodicals are organized by publication date and title.",∀x (Book(x) ∧ InLibrary(x) → OrganizedBySubjectAndAuthor(x)) ∧ ∀y (Periodical(y) ∧ InLibrary(y) → OrganizedByPublicationDateAndTitle(y)),∀x (Book(x) ∧ InLibrary(x) → OrganizedBySubjectAndAuthor(x)) ∧ ∀y (Periodical(y) ∧ InLibrary(y) → OrganizedByPublicationDateAndTitle(y)),success,2026-03-26T04:52:59.217676+00:00
372,A player wins a chess match if they checkmate the opponent's king or the opponent resigns.,"∀x ∀y (Player(x) ∧ Player(y) ∧ ChessMatch(z) ∧ (Checkmate(x, y) ∨ Resigns(y)) → Wins(x, z))","∀x1 ∀y1 (Player(x1) ∧ Player(y1) ∧ ChessMatch(z) ∧ (Checkmate(x1, y1) ∨ Resigns(y1)) → Wins(x1, z))",success,2026-03-26T04:53:00.040915+00:00
373,"A vehicle is considered a motorcycle if it is a two-wheeled motor vehicle, often powered by an internal combustion engine, and used for transportation, sport, or recreation.",∀x (Vehicle(x) ∧ TwoWheeledMotorVehicle(x) ∧ OftenPoweredByInternalCombustionEngine(x) ∧ UsedForTransportationSportOrRecreation(x) → Motorcycle(x)),∀x (¬Vehicle(x) ∧ TwoWheeledMotorVehicle(x) ∧ OftenPoweredByInternalCombustionEngine(x) ∧ UsedForTransportationSportOrRecreation(x) → Motorcycle(x)),success,2026-03-26T04:53:00.860079+00:00
374,"A restaurant serves vegetarian or vegan options, but not if it's a steakhouse or if it only offers a seafood menu.",∀x (Restaurant(x) ∧ ¬(Steakhouse(x) ∨ SeafoodMenuOnly(x)) → (ServesVegetarian(x) ∨ ServesVegan(x))),∀x (Restaurant(x) ∧ ¬Steakhouse(x) ∧ ¬SeafoodMenuOnly(x) → (ServesVegetarian(x) ∨ ServesVegan(x))),success,2026-03-26T04:53:01.571793+00:00
375,"If a person is a singer, they perform songs.",∀x (Singer(x) → PerformsSongs(x)),∀x (¬Singer(x) ∨ PerformsSongs(x)),success,2026-03-26T04:53:02.085860+00:00
376,"Volcanoes can be active, dormant, or extinct.",∀x (Volcano(x) → (Active(x) ⊕ Dormant(x) ⊕ Extinct(x))),∀x (Volcano(x) → (Active(x) ⊕ Dormant(x) ⊕ Extinct(x))),success,2026-03-26T04:53:02.802216+00:00
377,"A fish swims faster when it senses danger, has a streamlined body, and the water is calm.","∀x ∀y ∀z (Fish(x) ∧ Danger(y) ∧ Water(z) ∧ Senses(x, y) ∧ StreamlinedBody(x) ∧ Calm(z) → SwimsFaster(x))","∀x ∀y ∀z (Fish(x) ∧ Danger(y) ∧ Water(z) ∧ Senses(x, y) ∧ StreamlinedBody(x) ∧ Calm(z) ∧ SwimsFaster(x))",success,2026-03-26T04:53:03.557537+00:00
378,A room is dark if there is no light source.,∀x (Room(x) ∧ Dark(x) → ¬LightSource(x)),∀x1 (Room(x1) ∧ Dark(x1) → ¬LightSource(x1)),success,2026-03-26T04:53:04.241252+00:00
379,"A smartphone can send text messages and make calls, while a pager can receive messages but cannot make calls.",∀x∀y (Smartphone(x) ∧ Pager(y) → (SendsTextMessages(x) ∧ MakesCalls(x) ∧ ReceivesMessages(y) ∧ ¬MakesCalls(y))),∀x∀y (Smartphone(x) ∧ Pager(y) → (SendsTextMessages(x) ∧ MakesCalls(x) ∧ ReceivesMessages(y) ∧ MakesCalls(y))),success,2026-03-26T04:53:04.947100+00:00
380,"An ice cream flavor is popular if it's sweet or fruity, but not if it's salty.",∀x (IceCreamFlavor(x) ∧ Popular(x) ↔ ((Sweet(x) ∨ Fruity(x)) ∧ ¬Salty(x))),∀x (IceCreamFlavor(x) ∧ Popular(x) ↔ ((Sweet(x) ∨ Fruity(x)) ∧ ¬Salty(x))),success,2026-03-26T04:53:05.775077+00:00
381,A plant is considered a tree if it has a woody stem and is typically tall.,∀x ((WoodyStem(x) ∧ TypicallyTall(x)) → Tree(x)),∀x ((WoodyStem(x) ∧ TypicallyTall(x)) → Tree(x)),success,2026-03-26T04:53:06.380300+00:00
382,"A dessert is more appealing if it has a rich flavor or pleasing presentation, but not if it's high in calories.",∃x (Dessert(x) ∧ ((RichFlavor(x) ∨ PleasingPresentation(x)) ∧ ¬HighInCalories(x) → MoreAppealing(x))),∃x (Dessert(x) ∧ ((RichFlavor(x) ∨ PleasingPresentation(x)) ∧ HighInCalories(x) → MoreAppealing(x))),success,2026-03-26T04:53:07.138722+00:00
383,"Not all birds can fly, but all penguins are flightless birds.",∃x (Bird(x) ∧ ¬CanFly(x)) ∧ ∀y (Penguin(y) → (Bird(y) ∧ ¬CanFly(y))),∃x (Bird(x) ∧ ¬CanFly(x)) ∧ ∀y (Penguin(y) → ¬(¬Bird(y) ∨ CanFly(y))),success,2026-03-26T04:53:07.928083+00:00
384,A garage is used to store vehicles.,∀x (Garage(x) → UsedToStoreVehicles(x)),∀x1 (Garage(x1) → UsedToStoreVehicles(x1)),success,2026-03-26T04:53:08.646654+00:00
385,An element is a noble gas if it has a full valence electron shell and does not form compounds under normal conditions.,"∀x (NobleGas(x) → (Element(x) ∧ FullValenceElectronShell(x) ∧ ¬∃y (NormalConditions(y) ∧ FormsCompound(x, y))))","∀x (NobleGas(x) → (Element(x) ∧ FullValenceElectronShell(x) ∧ ¬∃x1 (NormalConditions(x1) ∧ FormsCompound(x, x1))))",success,2026-03-26T04:53:09.378251+00:00
386,"A nutritious meal contains a balance of protein, carbohydrates, and healthy fats while providing essential vitamins and minerals.",∀x (Meal(x) ∧ BalanceOfProtein(x) ∧ BalanceOfCarbohydrates(x) ∧ BalanceOfHealthyFats(x) ∧ ProvidesEssentialVitaminsAndMinerals(x) → Nutritious(x)),∀x (Meal(x) ∧ BalanceOfProtein(x) ∧ BalanceOfCarbohydrates(x) ∧ BalanceOfHealthyFats(x) ∧ ProvidesEssentialVitaminsAndMinerals(x) → Nutritious(x)),success,2026-03-26T04:53:10.165923+00:00
387,A snake sheds its skin and has no legs.,∀x (Snake(x) → (ShedsSkin(x) ∧ HasNoLegs(x))),∀x1 (Snake(x1) → (ShedsSkin(x1) ∧ HasNoLegs(x1))),success,2026-03-26T04:53:10.890988+00:00
388,A building is a skyscraper if it has more than 50 floors.,∀x (Building(x) ∧ MoreThan50Floors(x) → Skyscraper(x)),∀x1 (Building(x1) ∧ MoreThan50Floors(x1) → Skyscraper(x1)),success,2026-03-26T04:53:11.608060+00:00
389,"A food is classified as junk food if it has high calories, low nutritional value, and contains excessive amounts of sugar, fat, or salt.",∀x (Food(x) ∧ HighCalories(x) ∧ LowNutritionalValue(x) ∧ (ExcessiveSugar(x) ∨ ExcessiveFat(x) ∨ ExcessiveSalt(x)) → JunkFood(x)),∀x (Food(x) ∧ HighCalories(x) ∧ LowNutritionalValue(x) ∧ (ExcessiveSugar(x) ∨ ExcessiveFat(x) ∨ ExcessiveSalt(x)) → JunkFood(x)),success,2026-03-26T04:53:12.536300+00:00
390,"A sushi restaurant serves Japanese sushi dishes, a pizzeria serves Italian pizza, and a burger joint serves American-style burgers.",∀x ∀y ∀z (SushiRestaurant(x) ∧ Pizzeria(y) ∧ BurgerJoint(z) → (ServesJapaneseSushi(x) ∧ ServesItalianPizza(y) ∧ ServesAmericanBurgers(z))),∀x1 ∀x2 ∀x3 (SushiRestaurant(x1) ∧ Pizzeria(x2) ∧ BurgerJoint(x3) → (ServesJapaneseSushi(x1) ∧ ServesItalianPizza(x2) ∧ ServesAmericanBurgers(x3))),success,2026-03-26T04:53:13.659565+00:00
391,"A door can be open or closed, but not partially open.",∀x (Door(x) → (Open(x) ⊕ Closed(x)) ∧ ¬PartiallyOpen(x)),∀x (Door(x) → (¬Open(x) ∨ Closed(x)) ∧ ¬PartiallyOpen(x)),success,2026-03-26T04:53:14.372902+00:00
392,A museum displays artifacts and can offer guided tours to visitors.,"∀x (Museum(x) → (Displays(x, Artifacts) ∧ (Offers(x, GuidedTours))))","∀x (Museum(x) → (Displays(x, Artifacts) ∨ (Offers(x, GuidedTours))))",success,2026-03-26T04:53:15.198178+00:00
393,A vehicle is either a car or a motorcycle.,∀x (Vehicle(x) ↔ (Car(x) ⊕ Motorcycle(x))),∀x (Vehicle(x) ↔ (Car(x) ⊕ Motorcycle(x))),success,2026-03-26T04:53:15.913455+00:00
394,"If a person is a pilot, they must operate and navigate aircraft, such as airplanes and helicopters, for transportation, recreation, or other purposes.",∀x (Pilot(x) → (OperatesAndNavigatesAircraft(x) ∧ IncludingAirplanesAndHelicopters(x) ∧ ForTransportationRecreationOrOtherPurposes(x))),∀x (Pilot(x) → (OperatesAndNavigatesAircraft(x) ∧ IncludingAirplanesAndHelicopters(x) ∧ ForTransportationRecreationOrOtherPurposes(x))),success,2026-03-26T04:53:16.630253+00:00
395,A telescope is an optical instrument used for observing distant objects.,∀x (Telescope(x) → OpticalInstrument(x) ∧ UsedForObservingDistantObjects(x)),∀x1 (Telescope(x1) → OpticalInstrument(x1) ∧ UsedForObservingDistantObjects(x1)),success,2026-03-26T04:53:17.343339+00:00
396,"An attractive tourist destination offers diverse cultural experiences, breathtaking scenery, and unique local cuisine.",∀x (TouristDestination(x) ∧ DiverseCulturalExperiences(x) ∧ BreathtakingScenery(x) ∧ UniqueLocalCuisine(x) → Attractive(x)),∀x (TouristDestination(x) ∧ DiverseCulturalExperiences(x) ∧ BreathtakingScenery(x) ∧ UniqueLocalCuisine(x) → Attractive(x)),success,2026-03-26T04:53:18.100703+00:00
