id,generated_fopl,ground_truth_fopl,structural_match,alpha_equivalent,normalized_match,status,timestamp
275,∀x (Plant(x) ∧ ProducesOxygen(x) ∧ AbsorbsCarbonDioxide(x) ∧ GrowsInSoil(x) → (Tree(x) ∨ Shrub(x))),∀x (Plant(x) ∧ ProducesOxygen(x) ∧ AbsorbsCarbonDioxide(x) ∧ GrowsInSoil(x) → (Tree(x) ∨ Shrub(x))),1,1,1,success,2026-03-26T23:20:08.859476+00:00
276,∀x1 (Student(x1) ∧ StudiesRegularly(x1) ∧ CompletesAssignmentsOnTime(x1) → Hardworking(x1)),∀x (Student(x) ∧ StudiesRegularly(x) ∧ CompletesAssignmentsOnTime(x) → Hardworking(x)),1,1,1,success,2026-03-26T23:20:08.859476+00:00
277,"∀x ∀y (Planet(x) ∧ Star(y) ∧ Orbits(x, y) ∧ ¬∃z (Planet(z) ∧ Satellite(x, z)) → ¬OrbitsStar(x))","∀x ∀y (Planet(x) ∧ Star(y) ∧ Orbits(x, y) ∧ ¬∃z (Planet(z) ∧ Satellite(x, z)) → OrbitsStar(x))",1,1,1,success,2026-03-26T23:20:08.859476+00:00
278,∀x (Comet(x) → (ComposedOfIceDustAndRock(x) ∧ OrbitsSun(x) ∧ LeavesVisibleTail(x))),∀x (Comet(x) → ComposedOfIceDustAndRock(x) ∧ OrbitsSun(x) ∧ LeavesVisibleTail(x)),0,0,0,success,2026-03-26T23:20:08.859476+00:00
279,∀x (¬CelestialObject(x) ∨ ¬OrbitsSun(x) ∨ ¬HasTail(x) ∨ ¬MostlyIceAndDust(x) ∨ Comet(x)),∀x (CelestialObject(x) ∧ OrbitsSun(x) ∧ HasTail(x) ∧ MostlyIceAndDust(x) → Comet(x)),0,0,1,success,2026-03-26T23:20:08.859476+00:00
280,∀x (Game(x) ∧ FlatSurface(x) ∧ Pieces(x) ∧ Rules(x) → BoardGame(x)),∀x (Game(x) ∧ FlatSurface(x) ∧ Pieces(x) ∧ Rules(x) → BoardGame(x)),0,0,1,success,2026-03-26T23:20:08.859476+00:00
281,∀x1 (Compass(x1) → AlignsWithEarthsMagneticField(x1)),∀x (Compass(x) → AlignsWithEarthsMagneticField(x)),1,1,1,success,2026-03-26T23:20:08.859476+00:00
282,∀x (Car(x) → (PoweredByEngine(x) ∧ (Transmission(x) ∧ Wheels(x) ∧ Brakes(x)) ∧ (TransportationUsage(x) ∨ CommercialUsage(x) ∨ RecreationalActivitiesUsage(x)))),∀x (Car(x) → (PoweredByEngine(x) ∧ (Transmission(x) ∧ Wheels(x) ∧ Brakes(x)) ∧ (TransportationUsage(x) ∨ CommercialUsage(x) ∨ RecreationalActivitiesUsage(x)))),1,1,1,success,2026-03-26T23:20:08.859476+00:00
283,∀x (Fruit(x) → (Sweet(x) ⊕ Sour(x)) ∧ ¬Vegetable(x)),∀x (Fruit(x) → (Sweet(x) ⊕ Sour(x)) ∧ ¬Vegetable(x)),1,1,1,success,2026-03-26T23:20:08.859476+00:00
284,"∀x ∃y (Person(x) ∧ ProvidesHealthcareServices(x) ∧ SupportsPatients(x) ∧ SupervisedByDoctor(x, y) ∧ Doctor(y) → Nurse(x))","∀x ∃y (Person(x) ∧ ProvidesHealthcareServices(x) ∧ SupportsPatients(x) ∧ SupervisedByDoctor(x, y) ∧ Doctor(y) → Nurse(x))",1,1,1,success,2026-03-26T23:20:08.859476+00:00
285,∀x1 (Movie(x1) ∧ LargeAudience(x1) → Popular(x1)),∀x (Movie(x) ∧ LargeAudience(x) → Popular(x)),1,1,1,success,2026-03-26T23:20:08.859476+00:00
286,∀x (Film(x) ∧ AwardWinning(x) → (¬CaptivatingPlot(x) ∨ OutstandingPerformances(x) ∨ ExceptionalCinematography(x))),∀x (Film(x) ∧ AwardWinning(x) → (CaptivatingPlot(x) ∨ OutstandingPerformances(x) ∨ ExceptionalCinematography(x))),0,1,1,success,2026-03-26T23:20:08.859476+00:00
287,∀x1 (CelestialBody(x1) ∧ ¬Star(x1) → (Planet(x1) ∨ Asteroid(x1))),∀x (CelestialBody(x) ∧ ¬Star(x) → (Planet(x) ∨ Asteroid(x))),0,0,1,success,2026-03-26T23:20:08.859476+00:00
288,∀x (Tree(x) ∧ FullHeight(x) ∧ (ProducesSeeds(x) ∨ ProducesFruits(x)) → Mature(x)),∀x (Tree(x) ∧ FullHeight(x) ∧ (ProducesSeeds(x) ∨ ProducesFruits(x)) → Mature(x)),0,0,1,success,2026-03-26T23:20:08.859476+00:00
289,"∀x (SuitableForOutdoorUse(x) ↔ (Fabric(x) ∧ ∃y (UVResistant(y) ∧ Has(x, y)) ∧ ∃z (WaterResistant(z) ∧ Has(x, z)) ∧ ∃w (Durable(w) ∧ Is(x, w))))","∀x (SuitableForOutdoorUse(x) ↔ (Fabric(x) ∧ ∃y (UVResistant(y) ∧ Has(x, y)) ∧ ∃z (WaterResistant(z) ∧ Has(x, z)) ∧ ∃w (Durable(w) ∧ Is(x, w))))",1,1,1,success,2026-03-26T23:20:08.859476+00:00
290,"∀x∀y (Room(x) ∧ Room(y) ∧ HasWindow(x) ∧ ¬HasWindow(y) → Brighter(x, y))","∀x∀y (Room(x) ∧ Room(y) ∧ HasWindow(x) ∧ ¬HasWindow(y) → Brighter(x, y))",1,1,1,success,2026-03-26T23:20:08.864908+00:00
291,∃x (Country(x) ∧ StrictImmigrationPolicies(x) → (ValidPassportRequired(x) ∧ VisaRequired(x))),∀x (Country(x) ∧ StrictImmigrationPolicies(x) → (ValidPassportRequired(x) ∧ VisaRequired(x))),1,1,1,success,2026-03-26T23:20:08.864908+00:00
292,∀x (TouristAttraction(x) ∧ (HistoricalSignificance(x) ∨ NaturalBeauty(x) ∨ CulturalImportance(x)) → ¬DrawsVisitors(x)),∀x (TouristAttraction(x) ∧ (HistoricalSignificance(x) ∨ NaturalBeauty(x) ∨ CulturalImportance(x)) → DrawsVisitors(x)),1,1,1,success,2026-03-26T23:20:08.865281+00:00
293,∃x (Library(x) → (Place(x) ∧ StoresMedia(x) ∧ OrganizesMedia(x) ∧ AvailableForBorrowingOrReference(x))),∀x (Library(x) → (Place(x) ∧ StoresMedia(x) ∧ OrganizesMedia(x) ∧ AvailableForBorrowingOrReference(x))),0,0,0,success,2026-03-26T23:20:08.865281+00:00
294,"Requires(baking, oven) ∨ Requires(blending, blender) ∨ Requires(boiling, stove)","Requires(baking, oven) ∧ Requires(blending, blender) ∧ Requires(boiling, stove)",0,0,1,success,2026-03-26T23:20:08.865281+00:00
295,∀x (Footwear(x) ∧ FlatSole(x) ∧ FlexibleUpperPart(x) ∧ CoversToes(x) → Sandal(x)),∀x (Footwear(x) ∧ FlatSole(x) ∧ FlexibleUpperPart(x) ∧ CoversToes(x) → Sandal(x)),0,0,1,success,2026-03-26T23:20:08.865281+00:00
296,∀x (WashHandsFrequently(x) → PreventSpreadOfGerms(x)) ∧ ∀x1 (TouchFace(x1) → IncreaseRiskOfInfection(x1)),∀x (WashHandsFrequently(x) → PreventSpreadOfGerms(x)) ∧ ∀y (TouchFace(y) → IncreaseRiskOfInfection(y)),1,1,1,success,2026-03-26T23:20:08.865281+00:00
297,"∀x (Submarine(x) ∧ Buoyancy(b) ∧ BallastTanks(t) → ¬CanNavigateUnderwater(x, b, t))","∀x (Submarine(x) ∧ Buoyancy(b) ∧ BallastTanks(t) → CanNavigateUnderwater(x, b, t))",1,1,1,success,2026-03-26T23:20:08.865281+00:00
298,"∀x ∀y (Student(x) ∧ Test(y) → (Passes(x, y) ⊕ Fails(x, y)))","∀x ∀y (Student(x) ∧ Test(y) → (Passes(x, y) ⊕ Fails(x, y)))",1,1,1,success,2026-03-26T23:20:08.865281+00:00
299,∀x (Flower(x) ∧ HasColor(x) → (DetersPredators(x) ∨ AttractsPollinators(x))),∀x (Flower(x) ∧ HasColor(x) → (AttractsPollinators(x) ∨ DetersPredators(x))),1,1,1,success,2026-03-26T23:20:08.865281+00:00
300,∀x1 (Dog(x1) → (Domesticated(x1) ∧ Barks(x1) ∧ HasWaggingTail(x1))),∀x (Dog(x) → (Domesticated(x) ∧ Barks(x) ∧ HasWaggingTail(x))),0,1,1,success,2026-03-26T23:20:08.865281+00:00
301,∀x ∀y (¬Hammer(x) ∨ ¬Saw(y) ∨ (ForPoundingNails(x) ∧ ForCuttingWood(y))),∀x ∀y (Hammer(x) ∧ Saw(y) → (ForPoundingNails(x) ∧ ForCuttingWood(y))),0,0,1,success,2026-03-26T23:20:08.865281+00:00
302,∀x (Pilot(x) ↔ (Person(x) ∧ Trained(x) ∧ Certified(x) ∧ OperatesAircraft(x) ∧ NavigatesAircraft(x))),∀x (Pilot(x) ↔ (Person(x) ∧ Trained(x) ∧ Certified(x) ∧ OperatesAircraft(x) ∧ NavigatesAircraft(x))),0,0,1,success,2026-03-26T23:20:08.865281+00:00
303,∀x (City(x) ∧ EfficientPublicTransportationSystem(x) ∧ AmpleGreenSpaces(x) ∧ LowCrimeRate(x) → Livable(x)),∀x (City(x) ∧ EfficientPublicTransportationSystem(x) ∧ AmpleGreenSpaces(x) ∧ LowCrimeRate(x) → Livable(x)),1,1,1,success,2026-03-26T23:20:08.865281+00:00
304,∀x (Material(x) ∧ GoodConductorOfHeat(x) ∧ GoodConductorOfElectricity(x) ∧ LustrousAppearance(x) → Metal(x)),∀x (Material(x) ∧ GoodConductorOfHeat(x) ∧ GoodConductorOfElectricity(x) ∧ LustrousAppearance(x) → Metal(x)),1,1,1,success,2026-03-26T23:20:08.865281+00:00
305,∀x (Smartphone(x) ∧ LowBatteryLevel(x) → NeedsCharging(x)),∀x (Smartphone(x) ∧ LowBatteryLevel(x) → NeedsCharging(x)),1,1,1,success,2026-03-26T23:20:08.865281+00:00
306,∀x (SolarPanel(x) → (ConvertsSunlight(x) ∧ ProducesElectricity(x) ∧ RenewableEnergySource(x) ∧ EnvironmentallyFriendly(x))),∀x (SolarPanel(x) → (ConvertsSunlight(x) ∧ ProducesElectricity(x) ∧ RenewableEnergySource(x) ∧ EnvironmentallyFriendly(x))),1,1,1,success,2026-03-26T23:20:08.865281+00:00
307,∀x∃y (Parent(x) ∧ Child(y) → (CanHaveMultipleChildren(x) ∧ CanHaveMultipleSiblings(y))),∀x∀y (Parent(x) ∧ Child(y) → (CanHaveMultipleChildren(x) ∧ CanHaveMultipleSiblings(y))),0,1,1,success,2026-03-26T23:20:08.865281+00:00
308,∃x (Substance(x) ∧ ¬Acidic(x) ∧ ¬Basic(x)),∃x (Substance(x) ∧ ¬(Acidic(x) ∨ Basic(x))),0,0,0,success,2026-03-26T23:20:08.865281+00:00
309,∀x (MusicalInstrument(x) ∧ (Piano(x) ∨ Violin(x)) → ProducesSoundThroughVibration(x)),∀x (MusicalInstrument(x) ∧ (Piano(x) ∨ Violin(x)) → ProducesSoundThroughVibration(x)),0,0,1,success,2026-03-26T23:20:08.865281+00:00
310,∀x (MusicalInstrument(x) ∧ StringInstrument(x) → ProducesSoundThroughVibratingStrings(x)),∀x (MusicalInstrument(x) ∧ StringInstrument(x) → ProducesSoundThroughVibratingStrings(x)),1,1,1,success,2026-03-26T23:20:08.865281+00:00
311,"∀x∀y (Sneezing(x) ∧ Germs(y) → SpreadsInAir(x, y))","∀x∀y (Sneezing(x) ∧ Germs(y) → SpreadsInAir(x, y))",1,1,1,success,2026-03-26T23:20:08.865281+00:00
312,"∀x∀y∀z (Theater(x) ∧ (Play(y) ∨ Concert(y) ∨ MovieScreening(y)) ∧ (Actor(z) ∨ Musician(z)) → (Hosts(x, y) ∧ Performs(z, y)))","∀x∀y∀z (Theater(x) ∧ (Play(y) ∨ Concert(y) ∨ MovieScreening(y)) ∧ (Actor(z) ∨ Musician(z)) → (Hosts(x, y) ∧ Performs(z, y)))",1,1,1,success,2026-03-26T23:20:08.865281+00:00
313,∀x1 (Instrument(x1) ∧ ProducesSoundByVibration(x1) → MusicalInstrument(x1)),∀x (Instrument(x) ∧ ProducesSoundByVibration(x) → MusicalInstrument(x)),1,1,1,success,2026-03-26T23:20:08.865281+00:00
314,∀x (TransportationMethod(x) ∧ TravelsFixedRoute(x) ∧ OperatesOnSchedule(x) ∧ CarriesMultiplePassengers(x) → (Bus(x) ∨ Train(x))),∀x (TransportationMethod(x) ∧ TravelsFixedRoute(x) ∧ OperatesOnSchedule(x) ∧ CarriesMultiplePassengers(x) → (Bus(x) ∨ Train(x))),1,1,1,success,2026-03-26T23:20:08.865281+00:00
315,∀x (¬Movie(x) ∨ ¬Suspense(x) ∨ ¬Excitement(x) ∨ ¬SurpriseEnding(x) ∨ Thriller(x)),∀x (Movie(x) ∧ Suspense(x) ∧ Excitement(x) ∧ SurpriseEnding(x) → Thriller(x)),0,1,1,success,2026-03-26T23:20:08.865281+00:00
316,∀x (ShoppingMall(x) ∧ (ClothingStores(x) ∨ ElectronicsStores(x) ∨ GroceryStores(x)) → ProvidesEntertainmentOptions(x)),∀x (ShoppingMall(x) ∧ (ClothingStores(x) ∨ ElectronicsStores(x) ∨ GroceryStores(x)) → ProvidesEntertainmentOptions(x)),0,0,1,success,2026-03-26T23:20:08.865281+00:00
317,∀x (Fish(x) → Swim(x)) ∧ ∀y (Bird(y) → Fly(y)) ∧ ∃z (Horse(z) → Run(z)),∀x (Fish(x) → Swim(x)) ∧ ∀y (Bird(y) → Fly(y)) ∧ ∀z (Horse(z) → Run(z)),0,0,1,success,2026-03-26T23:20:08.865281+00:00
318,∀x1 (Counselor(x1) → (ProvidesGuidance(x1) ∧ ProvidesSupport(x1))),∀x (Counselor(x) → (ProvidesGuidance(x) ∧ ProvidesSupport(x))),1,1,1,success,2026-03-26T23:20:08.865281+00:00
319,∀x ∀y (Film(x) ∧ CaptivatingVisuals(x) ∧ EmotionallyEngagingStoryline(x) → CanAchieveCriticalAcclaim(y)),∀x ∀y (Film(x) ∧ CaptivatingVisuals(x) ∧ EmotionallyEngagingStoryline(x) → CanAchieveCriticalAcclaim(y)),1,1,1,success,2026-03-26T23:20:08.865281+00:00
320,∀x (Appliance(x) → ((Small(x) ⊕ Large(x)) ∧ (KitchenAppliance(x) ⊕ LaundryAppliance(x)) ∧ (Electric(x) ∨ Gas(x) ∨ BatteryPowered(x)))),∀x (Appliance(x) → ((Small(x) ⊕ Large(x)) ∧ (KitchenAppliance(x) ⊕ LaundryAppliance(x)) ∧ (Electric(x) ∨ Gas(x) ∨ BatteryPowered(x)))),1,1,1,success,2026-03-26T23:20:08.865281+00:00
321,∀x1 (Meteorologist(x1) → (StudiesWeatherPatterns(x1) ∧ StudiesWeatherPhenomena(x1))),∀x (Meteorologist(x) → (StudiesWeatherPatterns(x) ∧ StudiesWeatherPhenomena(x))),1,1,1,success,2026-03-26T23:20:08.865281+00:00
322,∃x (Keyboard(x) → UsedToInputText(x)),∀x (Keyboard(x) → UsedToInputText(x)),0,1,1,success,2026-03-26T23:20:08.872009+00:00
323,∀x1 ∀y1 (Watch(x1) ∧ DigitalClock(y1) → (UsesGears(x1) ∧ UsesCrystalOscillator(y1))),∀x ∀y (Watch(x) ∧ DigitalClock(y) → (UsesGears(x) ∧ UsesCrystalOscillator(y))),0,0,0,success,2026-03-26T23:20:08.872009+00:00
324,"∀x (Beverage(x) ∧ ContainsAlcohol(x) ∧ MixtureOfIngredients(x) ∧ TypicallyServedAt(x, socialEvents, bars) → Cocktail(x))","∀x (Beverage(x) ∧ ContainsAlcohol(x) ∧ MixtureOfIngredients(x) ∧ TypicallyServedAt(x, socialEvents, bars) → Cocktail(x))",0,0,1,success,2026-03-26T23:20:08.872512+00:00
325,∀x (Person(x) ∧ CatchesCold(x) → (HasFever(x) ∨ HasRunnyNose(x))),∀x (Person(x) ∧ CatchesCold(x) → (HasFever(x) ∨ HasRunnyNose(x))),1,1,1,success,2026-03-26T23:20:08.872653+00:00
326,∀x (ClothingType(x) → Formal(x) ⊕ Casual(x)),∀x (ClothingType(x) → Formal(x) ⊕ Casual(x)),1,1,1,success,2026-03-26T23:20:08.872653+00:00
327,∀x (FashionChoice(x) ∧ Trendy(x) ∧ Comfortable(x) → (Colorful(x) ∨ InterestingPatterns(x)) ∧ Stylish(x)),∀x (FashionChoice(x) ∧ Trendy(x) ∧ Comfortable(x) → (Colorful(x) ∨ InterestingPatterns(x)) ∧ Stylish(x)),1,1,1,success,2026-03-26T23:20:08.873662+00:00
328,∀x (Book(x) ↔ (ContainsPages(x) ∧ WithTextAndIllustrations(x) ∧ ConveysInformationStoriesOrIdeas(x))),∀x (Book(x) ↔ (ContainsPages(x) ∧ WithTextAndIllustrations(x) ∧ ConveysInformationStoriesOrIdeas(x))),1,1,1,success,2026-03-26T23:20:08.873662+00:00
329,∀x1 (EnergyEfficientBuilding(x1) → (UsesRenewableEnergySources(x1) ∧ SustainableMaterials(x1) ∧ ReducesEnvironmentalImpact(x1))),∀x (EnergyEfficientBuilding(x) → (UsesRenewableEnergySources(x) ∧ SustainableMaterials(x) ∧ ReducesEnvironmentalImpact(x))),0,1,1,success,2026-03-26T23:20:08.873662+00:00
330,∀x1∀x2∀x3 (Carnivore(x1) ∧ Herbivore(x2) ∧ Omnivore(x3) → (FeedsOnAnimals(x1) ∧ FeedsOnPlants(x2) ∧ FeedsOnAnimalsAndPlants(x3))),∀x∀y∀z (Carnivore(x) ∧ Herbivore(y) ∧ Omnivore(z) → (FeedsOnAnimals(x) ∧ FeedsOnPlants(y) ∧ FeedsOnAnimalsAndPlants(z))),0,0,1,success,2026-03-26T23:20:08.873662+00:00
331,∀x (Dessert(x) ∧ PleasantTaste(x) ∧ AppealingTexture(x) → Delicious(x)),∀x (Dessert(x) ∧ PleasantTaste(x) ∧ AppealingTexture(x) → Delicious(x)),0,0,1,success,2026-03-26T23:20:08.873662+00:00
332,∀x∀y (Fish(x) ∧ Bird(y) → (SwimsInWater(x) ∧ FliesInAir(y))),∀x∀y (Fish(x) ∧ Bird(y) → (SwimsInWater(x) ∧ FliesInAir(y))),1,1,1,success,2026-03-26T23:20:08.873662+00:00
333,∀x1∀y1∀z1 (Circle(x1) ∧ Triangle(y1) ∧ Square(z1) → (HasNoCorners(x1) ∧ HasThreeCorners(y1) ∧ HasFourCorners(z1))),∀x∀y∀z (Circle(x) ∧ Triangle(y) ∧ Square(z) → (HasNoCorners(x) ∧ HasThreeCorners(y) ∧ HasFourCorners(z))),1,1,1,success,2026-03-26T23:20:08.874660+00:00
334,∀x1 (HealthyTeeth(x1) → (RequiresBrushing(x1) ∧ RequiresFlossing(x1))),∀x (HealthyTeeth(x) → (RequiresBrushing(x) ∧ RequiresFlossing(x))),1,1,1,success,2026-03-26T23:20:08.874660+00:00
335,∀x (Medication(x) ∧ EffectivelyTreatsSymptoms(x) ∧ MinimalSideEffects(x) ∧ EasilyAdministered(x) → PreferredByHealthcareProfessionals(x)),∀x (Medication(x) ∧ EffectivelyTreatsSymptoms(x) ∧ MinimalSideEffects(x) ∧ EasilyAdministered(x) → PreferredByHealthcareProfessionals(x)),1,1,1,success,2026-03-26T23:20:08.874660+00:00
336,∀x1 (Dog(x1) → Bark(x1)) ∧ ∀x2 (Baby(x2) → Cry(x2)) ∧ ∀x3 (Siren(x3) → Wail(x3)),∀x (Dog(x) → Bark(x)) ∧ ∀y (Baby(y) → Cry(y)) ∧ ∀z (Siren(z) → Wail(z)),1,1,1,success,2026-03-26T23:20:08.874660+00:00
337,∀x (DemocraticCountry(x) → (RightToVote(x) ∨ RightToExpressOpinionsFreely(x))),∀x (DemocraticCountry(x) → (RightToVote(x) ∧ RightToExpressOpinionsFreely(x))),0,1,1,success,2026-03-26T23:20:08.874660+00:00
338,∀x (Product(x) ∧ Bestseller(x) ↔ (InnovativeFeatures(x) ∧ ReasonablePricing(x) ∧ EffectiveMarketing(x) ∧ ¬ManufacturingDefects(x) ∧ ¬PoorCustomerSupport(x))),∀x (Product(x) ∧ Bestseller(x) ↔ (InnovativeFeatures(x) ∧ ReasonablePricing(x) ∧ EffectiveMarketing(x) ∧ ¬(ManufacturingDefects(x) ∨ PoorCustomerSupport(x)))),0,0,0,success,2026-03-26T23:20:08.875660+00:00
339,∀x (CelestialObject(x) ∧ OrbitsStar(x) ∧ ReflectsLight(x) ∧ ¬Satellite(x) → Planet(x)),∀x (CelestialObject(x) ∧ OrbitsStar(x) ∧ ReflectsLight(x) ∧ ¬Satellite(x) → Planet(x)),0,0,1,success,2026-03-26T23:20:08.875660+00:00
340,∀x (Island(x) ∧ FormedByVolcanicActivity(x) ∧ HasVolcanicCone(x) ∧ GeothermalActivity(x) → Volcanic(x)),∀x (Island(x) ∧ FormedByVolcanicActivity(x) ∧ HasVolcanicCone(x) ∧ GeothermalActivity(x) → Volcanic(x)),1,1,1,success,2026-03-26T23:20:08.875660+00:00
341,"∀x1∀y1∀z1 (Factory(x1) ∧ RawMaterial(y1) ∧ Worker(z1) → (ManufacturesGoods(x1, y1) ∧ Employs(x1, z1) ∧ OperatesMachinery(z1)))","∀x∀y∀z (Factory(x) ∧ RawMaterial(y) ∧ Worker(z) → (ManufacturesGoods(x, y) ∧ Employs(x, z) ∧ OperatesMachinery(z)))",1,1,1,success,2026-03-26T23:20:08.875660+00:00
342,∀x (WashesHands(x) ∧ UsesSoap(x) ∧ UsesWater(x) → (RemovesDirt(x) ∧ RemovesGerms(x))),∀x (WashesHands(x) ∧ UsesSoap(x) ∧ UsesWater(x) → (RemovesDirt(x) ∧ RemovesGerms(x))),1,1,1,success,2026-03-26T23:20:08.875660+00:00
343,∀x (DanceType(x) → (¬Ballet(x) ∨ Contemporary(x))),∀x (DanceType(x) → Ballet(x) ⊕ Contemporary(x)),1,1,1,success,2026-03-26T23:20:08.876662+00:00
344,"∀x∀y∀z (Predator(x) ∧ HuntsAndConsumes(x, y) ∧ Prey(y) ∧ AffectsAbundance(y, z) ∧ Ecosystem(z) → SustainsPopulation(x, z))","∀x∀y∀z (Predator(x) ∧ HuntsAndConsumes(x, y) ∧ Prey(y) ∧ AffectsAbundance(y, z) ∧ Ecosystem(z) → SustainsPopulation(x, z))",0,1,1,success,2026-03-26T23:20:08.876662+00:00
345,∀x (Material(x) ∧ GoodConductorOfElectricity(x) ↔ AllowsElectricCurrentToFlowEasily(x)),∀x (Material(x) ∧ GoodConductorOfElectricity(x) ↔ AllowsElectricCurrentToFlowEasily(x)),0,0,1,success,2026-03-26T23:20:08.876662+00:00
346,∀x (Object(x) ∧ OpticalInstrument(x) ∧ MagnifiesSmallSpecimens(x) ∧ OftenUsedInScientificResearch(x) ∧ ProvidesDetailedImages(x) → Microscope(x)),∀x (Object(x) ∧ OpticalInstrument(x) ∧ MagnifiesSmallSpecimens(x) ∧ OftenUsedInScientificResearch(x) ∧ ProvidesDetailedImages(x) → Microscope(x)),0,0,1,success,2026-03-26T23:20:08.876662+00:00
347,∀x (Worker(x) ∧ Skilled(x) ∧ Experienced(x) ∧ Knowledgeable(x) ∧ Expert(x)),∀x (Worker(x) ∧ Skilled(x) ∧ Experienced(x) ∧ Knowledgeable(x) → Expert(x)),1,1,1,success,2026-03-26T23:20:08.877663+00:00
348,∀x (Artwork(x) ∧ MadeWithWatercolors(x) ∧ CreatedOnPaper(x) → WatercolorPainting(x)),∀x (Artwork(x) ∧ MadeWithWatercolors(x) ∧ CreatedOnPaper(x) → WatercolorPainting(x)),1,1,1,success,2026-03-26T23:20:08.877663+00:00
349,∀x (Airplane(x) ∧ (FlownCertainHours(x) ∨ MechanicalIssues(x)) → RequiresMaintenance(x)),∀x (Airplane(x) ∧ (FlownCertainHours(x) ∨ MechanicalIssues(x)) → RequiresMaintenance(x)),1,1,1,success,2026-03-26T23:20:08.877663+00:00
350,∀x (Insect(x) → HasWings(x)) ∧ ∀y (Arachnid(y) → ¬HasWings(y)),∀x (Insect(x) → HasWings(x)) ∧ ∀y (Arachnid(y) → ¬HasWings(y)),1,1,1,success,2026-03-26T23:20:08.877663+00:00
351,"∀x∀y∀z (Museum(x) ∧ Artifact(y) ∧ Artwork(z) → (DisplaysToEducateAndInspire(x, y) ∧ DisplaysToEducateAndInspire(x, z)))","∀x∀y∀z (Museum(x) ∧ Artifact(y) ∧ Artwork(z) → (DisplaysToEducateAndInspire(x, y) ∧ DisplaysToEducateAndInspire(x, z)))",0,1,1,success,2026-03-26T23:20:08.877663+00:00
352,∃x (Stadium(x) ∧ UniqueArchitecturalDesign(x) ∧ HistoricalSignificance(x) → Iconic(x)),∀x (Stadium(x) ∧ UniqueArchitecturalDesign(x) ∧ HistoricalSignificance(x) → Iconic(x)),0,0,1,success,2026-03-26T23:20:08.878662+00:00
353,∀x (Documentary(x) ↔ (Film(x) ∧ PresentsFactualInformation(x) ∧ FeaturesRealLifeEvents(x) ∧ IntendedForEducationalPurposes(x))),∀x (Documentary(x) ↔ (Film(x) ∧ PresentsFactualInformation(x) ∧ FeaturesRealLifeEvents(x) ∧ IntendedForEducationalPurposes(x))),0,0,0,success,2026-03-26T23:20:08.878662+00:00
354,∀x (Event(x) ∧ RareOccurrence(x) ∧ SignificantImpact(x) → Outlier(x)),∀x (Event(x) ∧ RareOccurrence(x) ∧ SignificantImpact(x) → Outlier(x)),1,1,1,success,2026-03-26T23:20:08.879667+00:00
355,∀x (Film(x) ∧ SignificantRevenue(x) ∧ PositiveReviews(x) → Blockbuster(x)),∀x (Film(x) ∧ SignificantRevenue(x) ∧ PositiveReviews(x) → Blockbuster(x)),1,1,1,success,2026-03-26T23:20:08.879667+00:00
356,∀x1 ((OwnsMansion(x1) ∨ OwnsPrivateJet(x1)) → Wealthy(x1)),∀x ((OwnsMansion(x) ∨ OwnsPrivateJet(x)) → Wealthy(x)),1,1,1,success,2026-03-26T23:20:08.879667+00:00
357,∀x (Element(x) ∧ FullElectronShell(x) ∧ LowChemicalReactivity(x) ∨ NobleGas(x)),∀x (Element(x) ∧ FullElectronShell(x) ∧ LowChemicalReactivity(x) → NobleGas(x)),1,1,1,success,2026-03-26T23:20:08.880660+00:00
358,"∀x1∀x2∀x3 (Architect(x1) ∧ Building(x2) ∧ Regulation(x3) → (Designs(x1, x2) ∧ ConsidersElements(x1) ∧ CompliesWith(x1, x3)))","∀x∀y∀z (Architect(x) ∧ Building(y) ∧ Regulation(z) → (Designs(x, y) ∧ ConsidersElements(x) ∧ CompliesWith(x, z)))",1,1,1,success,2026-03-26T23:20:08.880660+00:00
359,∀x (Beverage(x) ∧ ContainsEthanol(x) ∧ HasMinimumLegalDrinkingAge(x) → Alcoholic(x)),∀x (Beverage(x) ∧ ContainsEthanol(x) ∧ HasMinimumLegalDrinkingAge(x) → Alcoholic(x)),0,1,1,success,2026-03-26T23:20:08.880660+00:00
360,"∀x1 ∀x2 (Lawyer(x1) ∧ Client(x2) → (RepresentsInCourt(x1, x2) ∨ RepresentsDuringNegotiations(x1, x2)))","∀x ∀y (Lawyer(x) ∧ Client(y) → (RepresentsInCourt(x, y) ∨ RepresentsDuringNegotiations(x, y)))",0,0,1,success,2026-03-26T23:20:08.880660+00:00
361,∀x (JobType(x) → (¬FullTime(x) ∨ ¬PartTime(x))),∀x (JobType(x) → FullTime(x) ⊕ PartTime(x)),0,0,1,success,2026-03-26T23:20:08.880660+00:00
362,∀x (Book(x) ∧ Language(x) ∧ (ContainsPrintedText(x) ∨ ContainsIllustrations(x)) → HasPages(x)),∀x (Book(x) ∧ Language(x) ∧ (ContainsPrintedText(x) ∨ ContainsIllustrations(x)) → HasPages(x)),1,1,1,success,2026-03-26T23:20:08.881656+00:00
